nyp.33433074833264,none
mdp.39015027222622,none
mdp.39015048889813,none
mdp.39015069768854,none
mdp.39015063524923,none
nyp.33433075936892,none
mdp.39015003533059,none
mdp.39015012184472,none
mdp.39015032329255,none
uc1.32106001618534,none
mdp.39015021018752,none
mdp.39015002674144,none
nyp.33433074864160,none
mdp.39015020471085,none
mdp.39015028118795,none
mdp.39015058561005,none
uc1.b4395819,none
mdp.39015005029767,none
nyp.33433067272306,none
nyp.33433067266365,none
mdp.39015024566492,none
mdp.39015013750909,none
mdp.39015073376397,none
njp.32101063889586,none
uc1.b4594142,none
mdp.39015030764578,none
mdp.39015058640213,none
mdp.39015024530423,none
uva.x000360194,none
uc1.$b717533,none
mdp.39015067208515,none
nyp.33433075866735,none
nyp.33433074914205,none
mdp.39015078554980,none
mdp.39015049767489,none
mdp.39015004921915,none
uc1.b3834419,none
nyp.33433074855374,none
mdp.39015001800351,none
mdp.39015073389861,none
mdp.39015073391321,none
uc1.b3711028,none
mdp.39015008956941,none
mdp.39015010263476,none
uva.x001307879,genre
mdp.39015024362215,none
uc1.b4104769,none
nyp.33433082248414,none
uc1.b3486106,none
uva.x030740387,none
nyp.33433082412440,none
mdp.39015033580237,none
nyp.33433082397815,none
nyp.33433075758726,none
mdp.39015002708421,none
uc1.b3569279,none
uc1.32106002086806,none
mdp.39015059717986,none
nyp.33433074862461,none
nyp.33433074842125,none
nyp.33433082486238,none
nyp.33433082352273,none
uc1.32106015529883,none
nyp.33433074850094,none
njp.32101037987375,none
mdp.39015078571380,none
mdp.39015064503405,none
mdp.39015024079637,none
mdp.39015015199360,none
uva.x000490928,none
uva.x006172585,none
mdp.39015078575696,none
mdp.39015027550808,none
uva.x000311990,none
mdp.39015066066005,none
uc1.b4369707,none
wu.89055266753,none
mdp.39015027219750,none
uc1.b4368781,none
mdp.39015004048164,none
mdp.39015062945798,none
mdp.39015062986024,none
mdp.39015039546448,none
mdp.39015031332508,none
mdp.39015060459438,none
mdp.39015024861869,none
mdp.39015030386802,none
mdp.39015025957369,none
mdp.39015005120988,none
mdp.39015023261228,none
mdp.39015028036104,none
nyp.33433068042930,none
mdp.39015058503072,none
mdp.39015030402773,none
njp.32101067492148,none
mdp.39015030379005,none
mdp.39015048493202,none
mdp.39015039749430,none
mdp.39015073390521,none
mdp.39015018657695,none
mdp.39015030386406,none
mdp.39015029766204,none
uc1.b4097964,none
mdp.39015026884190,none
mdp.39015011240762,none
mdp.39015019390957,none
mdp.39015025099410,none
mdp.39015063591039,none
mdp.39015063077138,none
njp.32101068154085,none
mdp.39015003595082,none
nyp.33433075952923,none
mdp.39015028108283,none
mdp.39015063688512,none
mdp.39015063688868,none
mdp.39015063688876,none
nyp.33433075959589,none
nyp.33433075949291,none
mdp.39015031451407,none
mdp.39015028064775,none
mdp.39015068640906,none
mdp.39015038066950,none
mdp.39015008699541,none
uva.x030800573,none
mdp.39015033895098,none
mdp.39015028547050,none
mdp.39015033895387,none
uva.x030225639,none
mdp.39015004886605,none
mdp.39015002264755,none
nyp.33433075756316,none
mdp.39015048759016,none
uc1.b4678825,none
mdp.39015010682808,none
nyp.33433076039779,none
mdp.39015030711926,none
mdp.39015012185313,none
mdp.39015000613680,none
mdp.39015010912338,none
nyp.33433076022494,none
mdp.39015030714235,none
mdp.39015030714516,none
mdp.39015031304481,none
nyp.33433082392477,none
nyp.33433076092752,none
mdp.39015030717048,none
nyp.33433076058704,none
nyp.33433075759229,none
nyp.33433076047780,none
mdp.39015031307641,none
nyp.33433075767289,none
mdp.39015002207127,none
mdp.39015030719218,none
mdp.39015005372563,none
uc1.b3550776,none
mdp.39015050981805,none
nyp.33433076061989,none
nyp.33433076061948,none
mdp.39015017694012,none
mdp.39015030718087,none
mdp.39015066064406,none
nyp.33433074806740,none
mdp.39015028790494,none
mdp.39015017651798,none
mdp.39015030711942,none
mdp.39015000575509,none
wu.89006932180,none
mdp.39015018647829,none
mdp.39015008628714,none
mdp.39015030039302,none
nyp.33433075762272,none
mdp.39015066060529,none
mdp.39015014663655,none
mdp.39015030045762,none
mdp.39015030007770,none
mdp.39015030007861,none
mdp.39015028796061,none
mdp.39015015397998,none
mdp.39015030064458,none
mdp.39015008519335,none
mdp.39015024654231,none
mdp.39015055052214,none
mdp.39015030024205,none
mdp.39015030073046,none
mdp.39015055223419,none
mdp.39015004895861,none
mdp.39015030074333,none
mdp.39015030085438,none
mdp.39015010771288,none
mdp.39015008575626,none
mdp.39015030225992,none
mdp.39015030223849,none
uc1.b5301869,romance
mdp.39015033189856,none
mdp.39015032042080,none
uc1.$b703803,none
nyp.33433082485271,none
mdp.39015033379895,none
nyp.33433075811343,none
mdp.39015012284173,none
mdp.39015020626225,none
mdp.39015010393208,none
mdp.39015030866019,none
nyp.33433075818702,none
mdp.39015033383822,none
mdp.39015009380323,none
mdp.39015065803465,none
mdp.39015033444764,none
mdp.39015047750586,none
mdp.39015066646293,none
mdp.39015005695823,none
mdp.39015009194484,none
mdp.39015046336916,none
mdp.39015053244748,none
mdp.39015019157265,none
nyp.33433067265268,none
mdp.39015065685409,none
mdp.39015018616576,none
mdp.39015030594983,none
uc1.32106014402215,none
mdp.39015004196716,none
mdp.39015028011164,none
uc1.32106001601159,none
mdp.39015014280161,none
mdp.39015028028788,none
mdp.39015001523615,none
uc1.32106006986217,none
mdp.39015007057923,none
mdp.39015020809144,none
mdp.39015002762188,none
mdp.39015019958357,none
mdp.39015027365389,none
mdp.39015010741810,none
mdp.39015074815864,none
mdp.39015027524522,none
wu.89094594751,none
mdp.39015008386313,none
mdp.39015012193838,none
mdp.39015020455674,none
mdp.39015012255363,none
mdp.39015001810533,none
mdp.39015026662737,none
mdp.39015012276534,none
mdp.39015011029546,none
mdp.39015042872815,none
uc1.b3125431,none
mdp.39015065362934,none
mdp.39015030694577,none
mdp.39015021310738,none
mdp.39015022734522,none
mdp.39015008237995,none
mdp.39015058524805,none
mdp.39015020173616,none
mdp.39015005476174,none
mdp.39015027069171,none
mdp.39015012334531,none
uc1.$b566476,none
uva.x000531120,none
mdp.39015021559482,none
mdp.39015027788994,none
uc1.b3625029,none
uva.x000610370,none
mdp.39015021923449,none
mdp.39015005121184,none
mdp.39015035870156,none
nyp.33433082432323,none
mdp.39015031460358,none
nyp.33433006711802,none
mdp.39015030133808,none
mdp.39015070309847,none
mdp.39015018682305,none
nyp.33433084714090,none
nyp.33433084714157,none
nyp.33433082303060,none
mdp.39015049871091,none
mdp.39015007010823,none
mdp.39015005016335,none
mdp.39015012429364,none
mdp.39015012305259,none
mdp.39015029774786,none
mdp.39015008931498,none
inu.39000005875666,none
wu.89057385544,none
mdp.39015058385496,none
inu.30000118322431,none
inu.30000070191683,none
mdp.39015034322985,none
wu.89095170437,none
inu.30000054699701,none
mdp.39015004712926,none
mdp.39015022466083,none
mdp.39015005151090,none
mdp.39015003481945,none
mdp.39015031981510,none
mdp.39015053625730,none
inu.30000118521164,none
mdp.39015009044911,none
inu.30000005085430,none
inu.39000005769273,none
mdp.39015066032288,none
mdp.39015058672893,none
mdp.39015024844600,none
mdp.39015058659890,none
mdp.39015041197891,none
mdp.39015063077930,none
mdp.39015033908990,none
mdp.39015032392881,none
mdp.39015033895106,none
mdp.39015067875818,none
mdp.39015073373386,none
mdp.39015024373238,none
uc1.32106006894155,none
mdp.39015014288719,none
mdp.39015024871959,none
mdp.39015024534706,none
mdp.39015024347299,none
mdp.39015030764669,none
nyp.33433076082753,none
mdp.39015030932860,none
uc1.b4097564,none
mdp.39015030702966,none
uva.x000981815,none
uc1.b3342586,none
mdp.39015013167948,none
uc1.b3342181,none
mdp.49015000876814,none
mdp.39015042474208,none
mdp.39015030742475,none
mdp.39015031232583,none
mdp.39015005653285,none
mdp.39015031231858,none
mdp.39015031232336,none
mdp.39015030753977,none
njp.32101079670665,none
mdp.39015030705977,none
uc1.$b441107,none
mdp.39015030706553,none
nyp.33433076053473,none
mdp.39015030710902,none
mdp.39015002707928,none
nyp.33433076053036,none
nyp.33433075873319,none
mdp.39015005869600,none
mdp.39015030711033,none
mdp.39015014757473,none
mdp.39015002715061,none
nyp.33433076047947,none
nyp.33433076043474,none
mdp.39015002753120,none
mdp.39015063950334,none
nyp.33433076044423,none
mdp.39015019963233,none
mdp.39015059903644,none
mdp.39015062236297,none
mdp.39015070301687,none
wu.89094710373,none
mdp.39015003680405,none
mdp.39015043650186,none
nyp.33433076049331,none
mdp.39015002717745,none
mdp.39015002717943,none
nyp.33433076053788,none
mdp.39015030710068,none
mdp.39015002753286,none
mdp.39015062387207,none
mdp.39015026094832,none
mdp.39015057049408,none
mdp.39015062973634,none
mdp.39015063910627,none
mdp.39015051393968,none
mdp.39015039487205,none
nyp.33433074928981,none
inu.30000010414385,none
uc1.b3550106,none
mdp.39015073446109,none
mdp.39015000651573,none
uc1.$b794703,none
mdp.39015066688550,none
mdp.39015005041283,none
mdp.39015003462713,none
mdp.39015003462614,none
mdp.39015063970308,none
mdp.39015066624779,none
mdp.39015078570192,none
uc1.b3334152,none
mdp.39015005156818,none
mdp.39015065652516,none
mdp.39015059717812,none
mdp.39015073389648,none
njp.32101067626562,none
njp.32101007901612,none
mdp.39015068639692,none
mdp.39015062964906,none
mdp.39015067850241,none
mdp.39015074796239,none
mdp.39015063025103,none
mdp.39015065980800,none
mdp.39015074795710,none
mdp.39015062983096,none
mdp.39015016901723,none
mdp.39015067129570,none
nyp.33433082531447,none
mdp.39015039750552,none
mdp.39015003463398,none
wu.89058503293,none
uc1.b3123751,none
mdp.39015003938597,none
mdp.39015059908775,none
mdp.39015031025482,none
nyp.33433082528922,none
mdp.39015047530558,none
mdp.39015030920972,none
nyp.33433074816848,none
mdp.39015031219325,none
mdp.39015011690503,none
mdp.39015064447652,none
mdp.39015065926910,none
nyp.33433081786216,none
mdp.39015027947012,none
mdp.39015011230649,none
mdp.39015063585205,none
mdp.39015063534989,none
uc1.b3420979,none
mdp.39015007890224,none
mdp.39015007944989,none
nyp.33433082485388,none
mdp.39015010683418,none
uc1.b4253908,none
mdp.39015045822981,none
uc1.b3908258,none
mdp.39015031084372,none
uc1.b3320034,none
mdp.39015064489324,none
mdp.39076002198146,none
mdp.39015014713351,none
nyp.33433006567717,none
mdp.39015062220887,none
mdp.39015006891934,none
mdp.39015063997814,none
mdp.39015064000469,none
mdp.39015064000451,none
nyp.33433082507900,none
mdp.39015028127945,none
uc1.b3888525,none
mdp.39015066624936,none
mdp.39015063984622,none
nyp.33433066630330,none
mdp.39015002281742,none
njp.32101046517411,none
mdp.39015013162139,none
mdp.39015002193913,none
mdp.39015027227068,none
mdp.39015051097940,none
mdp.39015064368460,none
mdp.39015025923064,none
mdp.39015001663650,none
uva.x000095954,none
mdp.39015002973215,none
mdp.39015009385579,none
mdp.39015026692825,none
mdp.39015049195814,none
mdp.39015063619194,none
mdp.39015013161495,none
mdp.39015019171589,none
mdp.39015027021461,none
mdp.39015062378537,none
mdp.39015012057413,none
nyp.33433081681490,none
wu.89094557121,none
uc1.31822038203709,none
nyp.33433076067754,none
nyp.33433074808522,none
nyp.33433076064736,none
mdp.39015008982939,none
mdp.39015011525766,none
mdp.39015030386943,none
mdp.39015030386992,none
mdp.39015012181668,none
mdp.39015030584596,none
mdp.39015028044512,none
mdp.39015014223575,none
mdp.39015013286508,none
mdp.39015007044152,none
mdp.39015008467311,none
mdp.39015012206085,none
nyp.33433075839088,none
mdp.39015019382475,none
mdp.39015000579527,none
mdp.39015035064115,none
mdp.39015013746857,none
uva.x000495254,none
mdp.39015018657497,none
mdp.39015012940006,none
mdp.39015014331808,none
mdp.39015019201980,none
mdp.39015043595746,none
mdp.39015018648249,none
mdp.39015043511321,none
mdp.39015062006625,none
mdp.39015014287554,none
mdp.39015030711835,none
mdp.39015000613540,none
mdp.39015000613508,none
uc1.b3326085,none
mdp.39015008243878,none
mdp.39015035045304,none
mdp.39015059788938,none
mdp.39015030714094,none
mdp.39015031304903,none
pst.000006495558,none
mdp.39015031307328,none
mdp.39015030716396,none
mdp.39015014451259,none
mdp.39015054073518,none
mdp.39015031307658,none
mdp.39015019792558,none
mdp.39015018621220,none
mdp.39015030113305,none
mdp.39015039653103,none
mdp.39015039779270,none
mdp.39015064408845,none
mdp.39015064537411,none
mdp.39015030197951,none
mdp.39015014653607,none
nyp.33433075905343,none
mdp.39015030071214,none
mdp.39015030071107,none
mdp.39015030018512,none
mdp.39015030017902,none
uc1.$b479369,none
mdp.39015030027752,none
mdp.39015012988906,none
mdp.39015030039658,none
mdp.39015030019338,none
mdp.39015030083482,romance
nyp.33433075806681,none
mdp.39015053651868,none
mdp.39015033161558,none
mdp.39015005269686,romance
uc1.$b596227,none
uc1.b4091105,none
mdp.39015028987702,none
mdp.39015030371630,none
mdp.39015057210679,none
mdp.39015033405294,none
mdp.39015033406433,none
mdp.39015055408317,none
mdp.39015033409965,none
mdp.39015033409940,none
mdp.39015053618727,none
mdp.39015001800047,none
mdp.39015014719135,none
mdp.39015038705995,none
mdp.39015033576516,none
mdp.39015008968797,none
nyp.33433074878350,none
mdp.39015005601482,none
mdp.39015028352501,none
mdp.39015074815781,none
mdp.39015004982362,none
uc1.32106001600243,none
mdp.39015048408952,none
mdp.39015027540403,none
mdp.39015009202337,none
mdp.39015066074934,none
mdp.39015059465396,none
mdp.39015047656130,none
mdp.39015028028903,none
mdp.39015063020096,none
uc1.$b662128,none
mdp.39015010300161,none
mdp.39015033506885,none
mdp.39015028359217,none
mdp.39015074808711,none
mdp.39015027365348,none
mdp.39015005258382,none
mdp.39015019071995,none
mdp.39015030694536,none
mdp.39015024655550,none
mdp.39015007181202,none
mdp.39015063590437,none
mdp.39015012058767,none
mdp.39015058497275,none
nyp.33433082320015,none
mdp.39015067024854,none
mdp.39015003340232,none
mdp.39015012852557,none
mdp.39015030378403,none
wu.89097346159,none
mdp.39015070426385,none
mdp.39015019127359,none
mdp.39015011403071,none
mdp.39015058341432,none
mdp.39015028745787,none
mdp.39015011312132,none
mdp.39015027790701,none
mdp.39015027936700,none
mdp.39015020220458,none
mdp.39015019163859,none
mdp.39015070300770,none
inu.39000005798959,none
nyp.33433086946278,none
mdp.39015008220835,none
mdp.39015008541933,none
mdp.39015046866854,none
mdp.39015005016343,none
nyp.33433082133582,none
mdp.39015004192616,none
mdp.39015037363754,none
mdp.39015031473757,none
mdp.39015010390378,none
mdp.39015004734995,none
uc1.b4506177,none
mdp.39015054032456,none
inu.39000005885202,none
nyp.33433068198609,none
mdp.39015008305347,none
mdp.39015076632002,none
mdp.39015008691738,none
nyp.33433082527031,none
mdp.39015059896392,none
mdp.39015059449325,none
mdp.39015053238872,none
mdp.39015030931334,none
mdp.39015066061865,none
mdp.39015023133328,none
nyp.33433074989199,none
mdp.39015064452421,none
mdp.39015030765013,romance
mdp.39015030835626,none
mdp.39015010684937,none
mdp.39015031229837,none
mdp.39015011674838,none
mdp.39015030742400,none
uc1.b4102458,none
uc1.b4411990,none
nyp.33433076094444,none
mdp.39015030707122,none
mdp.39015002708314,none
mdp.39015002708124,none
mdp.39015000598626,none
mdp.39015048889946,none
mdp.39015028560228,none
mdp.39015002741224,none
mdp.39015002753518,none
njp.32101042592251,none
mdp.39015011541946,none
mdp.39015062242295,none
mdp.39015031933180,none
mdp.39015065585252,none
mdp.39015026244684,none
mdp.39015062387272,none
nyp.33433068196389,none
mdp.39015064321436,none
mdp.39015064367587,none
mdp.39015024478599,none
mdp.39015016991930,none
mdp.39015064390514,none
mdp.39015025876833,none
mdp.39015002972886,none
mdp.39015026262207,none
mdp.39015004759976,none
mdp.39015022653938,none
uc1.b4018255,none
mdp.39015048925252,none
mdp.39015027929903,none
mdp.39015000673486,none
mdp.39015000529142,none
mdp.39015014542800,none
mdp.39015063587425,none
mdp.39015009216444,none
mdp.39015062326486,none
njp.32101073020404,none
uc1.b4084443,none
nyp.33433081871026,none
mdp.39015019735003,none
mdp.39015011392670,none
mdp.39015064489373,none
mdp.39015082364012,none
mdp.39015059722002,none
mdp.39015019723066,none
mdp.39015068405185,none
mdp.39015021058170,none
nyp.33433066629233,none
mdp.39015001129553,none
mdp.39015017934392,none
mdp.39015017961411,none
mdp.39015072777793,none
njp.32101076045689,none
njp.32101074942655,none
nyp.33433076067739,none
njp.32101067265460,none
nyp.33433076069511,none
mdp.39015030365178,none
mdp.39015007055463,none
uva.x001476933,none
mdp.39015005918431,none
mdp.39015017995351,none
mdp.39015081407978,none
mdp.39015020167139,genre
mdp.39015020168715,none
mdp.39015028339946,none
mdp.39015003939413,none
njp.32101063605735,none
mdp.39015019641409,none
mdp.39015031306742,none
mdp.39015030710027,none
mdp.39015074199228,none
mdp.39015012314137,none
mdp.39015008720206,none
mdp.39015028404930,none
mdp.39015029165696,none
mdp.39015029296822,none
mdp.39015078580225,none
nyp.33433074791660,none
mdp.39015029575597,none
mdp.39015001131682,none
mdp.39015029566703,none
mdp.39015029966465,none
mdp.39015071331006,none
mdp.39015071578549,none
mdp.39015071622828,none
mdp.39015071616085,none
mdp.39015062110948,none
mdp.39015032925458,none
mdp.39015016869177,none
mdp.39015063926854,none
mdp.39015030712569,none
mdp.39015001685844,none
nyp.33433076024219,none
nyp.33433076073810,none
mdp.39076005050021,none
mdp.39015034032949,none
inu.32000011255025,none
