docid,volid,recordid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
3329,uc2.ark+=13960=t8z894j15,,"Fleming, May Agnes,",,1884,,f,<blank>,Lost for a woman
4155,nyp.33433074797725,,"Fleming, May Agnes,",,1876,,f,<blank>,One night's mystery
4156,nyp.33433074797709,,"Fleming, May Agnes,",,1877,,f,<blank>,"Silent and true, or, A little queen"
4158,nyp.33433074797683,,"Fleming, May Agnes,",,1873,,f,<blank>,A wonderful woman
6023,nyp.33433074797691,,"Fleming, May Agnes Early,",,1876,,f,<blank>,A terrible secret
10444,uc2.ark+=13960=t85h7f055,,"Fleming, May Agnes,",,1883,,f,<blank>,A changed heart
11793,nyp.33433076066020,,"Fleming, May Agnes,",,1875,,f,<blank>,The gypsy queen's vow
12112,uc2.ark+=13960=t2z31qb32,,"Fleming, May Agnes,",,1883,,f,<blank>,Sharing her crime
12614,nyp.33433075727341,,"Fleming, May Agnes,",,1861,,f,<blank>,"Silver star; or, The mystery of Fontelle hall"
4990,uc2.ark+=13960=t05x27j4d,,"Watson, Henry Breneton Marriott,",,1898,,m,<blank>,The heart of Miranda
8241,uc2.ark+=13960=t3kw59m30,,"Watson, H. B. Marriott",,1893,,u,<blank>,Diogenes of London
9262,uc2.ark+=13960=t6ww7b985,,"Watson, H. B. Marriott",,1895,,u,<blank>,At the first corner
7046,uiuo.ark+=13960=t3cz3pf79,,"Hatton, Ann Julia (Kemble)",,1818,,f,v.4,"Secrets in every mansion, or, The surgeon's memorandum-book"
7046,uiuo.ark+=13960=t82j6wt2w,,"Hatton, Ann Julia (Kemble)",,1818,,f,v.5,"Secrets in every mansion, or, The surgeon's memorandum-book"
14718,uiuo.ark+=13960=t6c25m129,,"Hatton, Ann Julia (Kemble)",,1810,,f,v.1,"Cambrian pictures, or, Every one has errors"
14718,uiuo.ark+=13960=t92811k3h,,"Hatton, Ann Julia (Kemble)",,1810,,f,v.2,"Cambrian pictures, or, Every one has errors"
14718,uiuo.ark+=13960=t8x92x07s,,"Hatton, Ann Julia (Kemble)",,1810,,f,v.3,"Cambrian pictures, or, Every one has errors"
15006,hvd.32044020392437,,"Hatton, Ann Julia,",,1822,,f,v.1,"Guilty or not guilty, or, A lesson for husbands"
15006,hvd.32044020392429,,"Hatton, Ann Julia,",,1822,,f,v.2,"Guilty or not guilty, or, A lesson for husbands"
15006,hvd.32044020392411,,"Hatton, Ann Julia,",,1822,,f,v.3,"Guilty or not guilty, or, A lesson for husbands"
15006,hvd.32044020392502,,"Hatton, Ann Julia,",,1822,,f,v.4,"Guilty or not guilty, or, A lesson for husbands"
5527,nyp.33433082285127,,"Whitmarsh, Hubert Phelps,",,1896,,m,<blank>,The young pearl divers
12391,mdp.39015058538078,,"Whitmarsh, Hubert Phelps,",,1898,,m,<blank>,The world's rough hand;
13025,uc2.ark+=13960=t9959f120,,"Whitmarsh, H. Phelps",,1899,,m,<blank>,The golden talisman
2022,uc2.ark+=13960=t7cr5p542,,"Townsend, Virginia F.",,1869,,f,<blank>,The Hollands
4219,uc2.ark+=13960=t8v98249v,,"Townsend, Virginia Frances,",,1874,,f,<blank>,Only Girls
4220,uc2.ark+=13960=t4th8c872,,"Townsend, Virginia Frances,",,1887,,f,<blank>,A Boston girl's ambitions
4381,mdp.39015063927100,,"Townsend, Virginia Frances,",,1879,,f,<blank>,A woman's word; and how she kept it
8643,nyp.33433076041908,,"Townsend, Virginia F.",,1865,,f,<blank>,Janet Strong
8808,uc2.ark+=13960=t1xd0r67r,,"Townsend, Virginia F.",,1864,,f,<blank>,The battle-fields of our fathers
9054,uc2.ark+=13960=t2h709k2q,,"Townsend, Virginia F.",,1866,,f,<blank>,Darryll Gap;
9055,uc2.ark+=13960=t4rj4bn4b,,"Townsend, Virginia F.",,1894,,f,<blank>," Sirs, only seventeen!"
12123,njp.32101046821755,,"Townsend, Virginia F.",,1857,,f,<blank>,Living and loving
205,njp.32101074871326,,"Newberry, Fannie E.",,1897,,f,<blank>,A son's victory;
7266,nyp.33433076023260,,"Newberry, Fannie E.",,1893,,f,<blank>,The odd one
8519,nnc1.cr59868171,,"Newberry, Fannie Ellisworth Stone,",,1897,,f,<blank>,The wrestler of Philippi
4317,mdp.39015063952348,,"Roberts, Randal H.",,1891,,m,<blank>,Harry Holbrooke of Holbrooke Hall
4318,mdp.39015063952330,,"Roberts, Randal H.",,1890,,m,<blank>,Curb & snaffle
12905,uc2.ark+=13960=t6736nz67,,"Roberts, Randal Howland,",,1888,,m,<blank>,The silver trout
2147,mdp.39015063546280,,"Dawe, W. Carlton.",,1895,,m,<blank>,Yellow and white
3892,mdp.39015063546298,,"Dawe, William Carlton Lanyon,",,1898,,m,<blank>,A bride of Japan
11516,uiuo.ark+=13960=t31267d1n,,"Dawe, Carlton,",,1893,,m,v.1,The emu's head
11516,uiuo.ark+=13960=t47p9bj8j,,"Dawe, Carlton,",,1893,,m,v.2,The emu's head
11868,nyp.33433074951686,,"Dawe, Carlton,",,1897,,m,<blank>,Kakemonos
14077,uiuo.ark+=13960=t3st7xz0d,,"Dawe, Carlton,",,1894,,m,v.1,The confessions of a currency girl
14077,uiuo.ark+=13960=t3417b28r,,"Dawe, Carlton,",,1894,,m,v.2,The confessions of a currency girl
14077,uiuo.ark+=13960=t4bp0f75t,,"Dawe, Carlton,",,1894,,m,v.3,The confessions of a currency girl
12147,uc2.ark+=13960=t3zs2n59f,,"Prior, Herman Ludolphus,",,1870,,m,v.001,Six months hence
12147,uc2.ark+=13960=t88g8hr9r,,"Prior, Herman Ludolphus,",,1870,,m,v.003,Six months hence
14597,uiuo.ark+=13960=t5db8n927,,"Prior, Herman L.",,1876,,m,v.1,Overmatched
14597,uiuo.ark+=13960=t42r4ff95,,"Prior, Herman L.",,1876,,m,v.2,Overmatched
14597,uiuo.ark+=13960=t4kk9wv4b,,"Prior, Herman L.",,1876,,m,v.3,Overmatched
3036,nyp.33433076079528,,"Haynes, Emory James,",,1893,,m,<blank>,None such?
5058,nc01.ark+=13960=t9j39cc43,,"Haynes, Emory J.",,1889,,m,<blank>,A wedding in war-time
5260,nyp.33433076079478,,"Haynes, Emory James,",,1895,,m,<blank>,A farm-house cobweb;
6143,uc1.b3384823,,"Haynes, Emory James,",,1887,,m,<blank>,Dollars and duty
1600,uc2.ark+=13960=t6zw1b76n,,"Lee, Mary Catherine.",,1889,,f,<blank>,A Quaker girl of Nantucket
1816,nyp.33433076090202,,"Lee, Mary Catherine Jenkins.",,1891,,f,<blank>,In the cheering-up business
12867,mdp.39015063927951,,"Lee, Mary Catherine.",,1896,,f,<blank>,An island plant;
1448,uc2.ark+=13960=t4mk66200,,"Mathews, Joanna Hooe,",,1872,,f,<blank>,Jessie's parrot
2018,njp.32101064916982,,"Mathews, Joanna Hooe,",,1872,,f,<blank>,Nellie's housekeeping
2019,uc2.ark+=13960=t0pr7n91m,,"Mathews, Joanna Hooe,",,1870,,f,<blank>,Daisy's work
3346,uc2.ark+=13960=t9d50hv5j,,"Matthews, Joanna Hooe,",,1869,,f,<blank>,Bessie at school
4080,njp.32101042642452,,"Mathews, Joanna Hooe,",,1869,,f,<blank>,Bessie in the city
11517,njp.32101065835710,,"Mathews, Joanna H.",,1872,,f,<blank>,Bell Powers' locket
8384,nyp.33433082531819,,"Eddy, Daniel C.",,1863,,m,<blank>,Walter in Samaria
14688,uc2.ark+=13960=t8x92771r,,"Eddy, Daniel Clarke,",,1863,,m,v.01,Walter's tour in the east
14688,uc2.ark+=13960=t3vt1p18m,,"Eddy, Daniel Clarke,",,1863,,m,v.02,Walter's tour in the east
14688,uc2.ark+=13960=t01z4710m,,"Eddy, Daniel Clarke,",,1863,,m,v.04,Walter's tour in the east
1643,njp.32101068174794,,"Jennings, Louis J.",,1883,,m,vol.2,The millionaire
1643,njp.32101068970126,,"Jennings, Louis J.",,1883,,m,vol.3,The millionaire
14591,uiuo.ark+=13960=t2t448f8p,,"Jennings, Louis John,",,1891,,m,v.1,The Philadelphian
14591,uiuo.ark+=13960=t2m62333s,,"Jennings, Louis John,",,1891,,m,v.2,The Philadelphian
14591,uiuo.ark+=13960=t71v6361b,,"Jennings, Louis John,",,1891,,m,v.3,The Philadelphian
1889,mdp.39015025957203,,"Xenos, Stephanos Theodōros.",,1897,,m,<blank>,"Androniké, the heroine of the Greek revolution"
2463,njp.32101075987444,,"Xenos, Stephanos Th.,",,1897,,m,<blank>,Andronike
4764,nyp.33433074805494,,"Woods, Katherine Pearson,",,1896,,f,<blank>,John;
8247,nyp.33433074805171,,"Woods, Katharine Pearson,",,1892,,f,<blank>,From dusk to dawn
9430,mdp.39015016423082,,"Woods, Katharine Pearson,",,1889,,f,<blank>,Metzerott
3030,nyp.33433074873559,,"Knapp, Samuel L.",,1836,,m,<blank>,"The bachelors, and other tales, founded on American incidents and character"
3153,nyp.33433061843599,,"Knapp, Samuel L.",,1836,,m,<blank>,Female biography
6638,nyp.33433076094352,,"Knapp, Samuel Lorenzo,",,1834,,m,<blank>,Tales of the garden of Kosciusko
471,hvd.32044014585038,,"Gilman, Caroline Howard,",,1836,,f,<blank>,Recollections of a housekeeper
4375,mdp.39015006950318,,"Gilman, Caroline Howard,",,1838,,f,<blank>,Recollections of a southern matron
7929,uc2.ark+=13960=t29883677,,"Gilman, Caroline Howard,",,1872,,f,<blank>,Stories and poems by mother and daughter
8738,uc2.ark+=13960=t3vt1hq0n,,"Gilman, Caroline Howard,",,1840,,f,<blank>,Love's progress
13075,nyp.33433076050552,,"Jervey, Caroline Howard Gilman Glover,",,1859,,f,<blank>,"Vernon Grove, or, Hearts as they are"
6319,uc2.ark+=13960=t8pc2tx6p,,"Sparhawk, Frances Campbell,",,1881,,m,<blank>,A lazy man's work;
6660,nyp.33433076022130,,"Sparhawk, Frances C.",,1899,,u,<blank>,Fettered
10061,nyp.33433059236889,,"Sparhawk, Frances C.",,1895,,u,<blank>,Senator Intrigue and Inspector Noseby;
11147,nyp.33433081748208,,"Sparhawk, Frances C.",,1892,,u,<blank>,Onoqua
3278,nyp.33433076071285,,"Hamilton, Kate W.",,1896,,f,<blank>,The parson's proxy
5534,uc2.ark+=13960=t44q7s40b,,"Hamilton, Kate Waterman,",,1882,,f,<blank>,Rachel's share of the road
2849,nyp.33433076049547,,"Poynter, Eleanor Frances.",,1892,,f,<blank>,An exquisite fool;
6241,uc2.ark+=13960=t53f4s90n,,"Poynter, E. Frances",,1871,,f,v.1,My little lady
6758,nyp.33433075771810,,"Poynter, E. Frances",,1885,,f,<blank>,Madame de Presnel
11865,nyp.33433075873301,,"Poynter, E. Frances",,1881,,f,<blank>,Among the hills
12527,uiuo.ark+=13960=t5x643n97,,"Poynter, E. Frances",,1886,,f,v.1,"The wooing of Catherine, and other tales"
12527,uiuo.ark+=13960=t2z32dz67,,"Poynter, E. Frances",,1886,,f,v.2,"The wooing of Catherine, and other tales"
13872,njp.32101065852251,,"Poynter, Eleanor Frances.",,1890,,f,v. 1,The failure of Elizabeth
13872,njp.32101065852244,,"Poynter, Eleanor Frances.",,1890,,f,v. 2,The failure of Elizabeth
13872,njp.32101065852236,,"Poynter, Eleanor Frances.",,1890,,f,v. 3,The failure of Elizabeth
3937,uc1.b4102424,,"Whitcher, Frances Miriam Berry,",,1867,,f,<blank>,"Widow Spriggins, Mary Elmer, and other sketches"
10990,nyp.33433074799309,,"Whitcher, Frances M.,",,1856,,f,<blank>,The widow Bedott papers
5421,nyp.33433076049109,,"Phillips, Walter Polk,",,1892,,m,<blank>,My debut in journalism and other odd happenings
7854,nyp.33433076048911,,"Phillips, Walter P.",,1876,,m,<blank>,Oakum pickings
5,nnc1.0111783915,,"Phelps, Elizabeth Stuart,",,1882,,f,<blank>,Ellen's idol
318,nyp.33433076060833,,"Ward, Elizabeth Stuart Phelps,",,1894,,f,<blank>,Donald Marcy
1259,inu.32000000100430,,"Phelps, Elizabeth Stuart,",,1887,,f,<blank>,Hedged in
2117,inu.32000000100745,,"Phelps, Elizabeth Stuart,",,1869,,f,<blank>,"Men, women, and ghosts"
3698,mdp.39015013737344,,"Phelps, Elizabeth Stuart,",,1891,,f,<blank>,Fourteen to one
3699,mdp.39015063959707,,"Phelps, Elizabeth Stuart,",,1881,,f,<blank>,Friends
4368,mdp.39015063959715,,"Phelps, Elizabeth Stuart,",,1899,,f,<blank>,Loveliness;
5092,uc2.ark+=13960=t1gh9bk2q,,"Phelps, Elizabeth Stuart,",,1887,,f,<blank>,The Madonna of the tubs
6026,uc2.ark+=13960=t2891241d,,"Phelps, E. Stuart",,1887,,f,<blank>,Burglars in Paradise
6027,nyp.33433004008656,,"Phelps, E. Stuart",,1869,,f,<blank>,The gates ajar
6259,mdp.39015011233577,,"Phelps, Elizabeth Stuart,",,1896,,f,<blank>,The supply at Saint Agatha's
8037,uc1.b3548185,,"Phelps, Elizabeth Stuart,",,1887,,f,<blank>,Jack the fisherman
10219,mdp.39015021285864,,"Phelps, Elizabeth Stuart,",,1890,,f,<blank>,The master of the magicians
10687,mdp.39015056045563,,"Phelps, Elizabeth Stuart,",,1891,,f,<blank>,Come forth
10927,mdp.39015008426754,,"Phelps, Elizabeth Stuart,",,1882,,f,<blank>,Doctor Zay
12034,nyp.33433076073372,,"Ward, Elizabeth Stuart Phelps,",,1891,,f,<blank>,A lost hero
12493,uc2.ark+=13960=t47p8vn39,,"Phelps, E. Stuart",,1876,,f,<blank>,Gypsy Breynton
12494,uc2.ark+=13960=t2j679z7p,,"Phelps, E. Stuart",,1889,,f,<blank>,The silent partner
12495,uc2.ark+=13960=t9n29pt47,,"Phelps, E. Stuart",,1897,,f,<blank>,Gypsy's year at the Golden Crescent
12629,nyp.33433076056922,,"Phelps, Elizabeth Stuart,",,1897,,f,<blank>,A singular life
316,uc2.ark+=13960=t00001f01,,"Spenser, Mary Clare Wilson,",,1888,,f,<blank>,Brinka
411,nyp.33433076022239,,"Spencer, Mary Clare Wilson,",,1886,,f,<blank>,The benefit of the doubt
1367,nyp.33433076073315,,"Walworth, Jeannette H.,",,1896,,f,<blank>,Uncle Scipio;
1371,nyp.33433076057425,,"Walworth, Jeannette H.,",,1893,,f,<blank>,On the winning side
1372,nyp.33433076073323,,"Walworth, Jeannette H.,",,1892,,f,<blank>,The Martlett seal
2344,uc2.ark+=13960=t1xd0qz6q,,"Walworth, Jeannette Ritchie (Hadermann),",,1888,,f,<blank>,A strange pilgrimage
5963,uc2.ark+=13960=t86h4fh2m,,"Walworth, Jeannette Ritchie Hadermann,",,1885,,f,<blank>,The bar-sinister;
8198,nyp.33433076073356,,"Walworth, Jeannette H.,",,1898,,f,<blank>,Fortune's tangled skein;
12177,nyp.33433076073349,,"Walworth, Jeannette H.,",,1876,,f,<blank>,Heavy yokes
3031,nyp.33433075765861,,"Pearson, Emily Clemens.",,1864,,f,<blank>,"Ruth's sacrifice, or, Life on the Rappahannock"
4735,nc01.ark+=13960=t6nz8n33p,,"Pearson, Emily C.",,1864,,f,<blank>,The poor white;
9811,uc2.ark+=13960=t2h708h89,,"Pearson, Emily C.",,1851,,f,<blank>,"Jamie Parker, the fugitive"
13141,nyp.33433076051170,,"Pearson, Emily Clemens.",,1853,,f,<blank>,Cousin Franck's household
3360,wu.89098012685,,"Brine, Mary D.",,1891,,f,<blank>,My little Margaret
5409,loc.ark+=13960=t03x8s81n,,"Brine, Mary D.",,1893,,f,<blank>,The story of Aunt Patience
8176,mdp.39015064812699,,"Brine, Mary D.",,1890,,f,<blank>,Grandma's attic treasures
11765,njp.32101066120369,,"Brine, Mary D.",,1882,,f,<blank>,Papa's little daughters
12001,mdp.39015063914850,,"Brine, Mary D[ow Northam]",,1894,,f,<blank>,Margaret Arnold's Christmas
668,nyp.33433075739312,,"Ebers, Georg,",,1893,,f,<blank>,The burgomaster's wife
1228,nyp.33433075738991,,"Ebers, Georg,",,1890,,f,<blank>,"The elixir, and other tales"
1232,nyp.33433075738983,,"Ebers, Georg,",,1881,,f,v. 1,The emperor
2004,uva.x030376185,,"Ebers, Georg,",,1880,,f,v.1,The historical romances of Georg Ebers
2005,uva.x004332117,,"Ebers, Georg,",,1880,,f,v.2,The historical romances of Georg Ebers
2006,uva.x004309761,,"Ebers, Georg,",,1880,,f,v.3,The historical romances of Georg Ebers
2007,uva.x030376186,,"Ebers, Georg,",,1880,,f,v.4,The historical romances of Georg Ebers
2008,uva.x030376187,,"Ebers, Georg,",,1880,,f,v.5,The historical romances of Georg Ebers
2009,uva.x030376188,,"Ebers, Georg,",,1880,,f,v.6,The historical romances of Georg Ebers
2010,uva.x030376189,,"Ebers, Georg,",,1880,,f,v.7,The historical romances of Georg Ebers
2011,uva.x030376191,,"Ebers, Georg,",,1880,,f,v.9,The historical romances of Georg Ebers
2012,uva.x030376192,,"Ebers, Georg,",,1880,,f,v.10,The historical romances of Georg Ebers
2013,uva.x030376193,,"Ebers, Georg,",,1880,,f,v.11,The historical romances of Georg Ebers
2014,uva.x030376194,,"Ebers, Georg,",,1880,,f,v.12,The historical romances of Georg Ebers
2015,uva.x030376195,,"Ebers, Georg,",,1880,,f,v.13,The historical romances of Georg Ebers
2016,uva.x030376196,,"Ebers, Georg,",,1880,,f,v.14,The historical romances of Georg Ebers
2017,uva.x030376197,,"Ebers, Georg,",,1880,,f,v.15,The historical romances of Georg Ebers
3520,uc1.b616318,,"Ebers, Georg Moritz,",,1894,,f,v.2,Cleopatra;
4142,mdp.39015065888946,,"Ebers, Georg,",,1890,,f,v.1,Joshua
4142,mdp.39015065888789,,"Ebers, Georg,",,1890,,f,v.2,Joshua
4143,mdp.39015064442216,,"Ebers, Georg,",,1892,,f,v.1,Per aspera
4143,mdp.39015064442224,,"Ebers, Georg,",,1892,,f,v.2,Per aspera
4350,nyp.33433075737647,,"Ebers, Georg,",,1893,,m,v. 1,Margery. (Gred): a tale of old Nuremberg;
4350,nyp.33433075737639,,"Ebers, Georg,",,1893,,m,v. 2,Margery. (Gred): a tale of old Nuremberg;
4680,coo.31924026303937,,"Ebers, Georg,",,1888,,m,v.1-2,Only a word
7219,coo.31924082676101,,"Ebers, Georg,",,1877,,f,v.2,Uarda
7246,mdp.39015058474001,,"Ebers, Georg,",,1877,,m,v.1-2,Uarda
7247,mdp.39015058474019,,"Ebers, Georg,",,1880,,f,v.1-2,The sisters
7248,mdp.39015014115573,,"Ebers, Georg,",,1878,,f,v.1,Homo sum
7248,mdp.39015014115565,,"Ebers, Georg,",,1878,,f,v.2,Homo sum
7249,mdp.39015058474027,,"Ebers, Georg,",,1870,,m,v.1-2,An Egyptian princess
8026,nyp.33433075739270,,"Ebers, Georg,",,1896,,f,<blank>,In the Blue Pike;
8490,nyp.33433075738041,,"Ebers, Georg,",,1885,,f,<blank>,Serapis;
8638,mdp.39015035933921,,"Ebers, Georg,",,1880,,f,v.1,An Egyptian princess
8638,mdp.39015035933913,,"Ebers, Georg,",,1880,,f,v.2,An Egyptian princess
10111,nyp.33433075737886,,"Ebers, Georg,",,1899,,m,<blank>,The king and queen of Mollebusch;
11270,uc2.ark+=13960=t16m34w2j,,"Ebers, Georg,",,1894,,m,v.001,Cleopatra
11474,nyp.33433075737621,,"Ebers, Georg,",,1893,,f,<blank>,A question;
1277,nyp.33433084128838,,"Bates, Margaret Holmes,",,1881,,f,<blank>,Manitou
11371,uc2.ark+=13960=t2h70c20v,,"Bates, Margret Holmes,",,1897,,f,<blank>,Jasper Fairfax
3145,mdp.39015030029063,,"Lie, Jonas Lauritz Idemil,",,1894,,m,<blank>,The visionary
8006,mdp.39015030074853,,"Lie, Jonas Lauritz Idemil,",,1893,,m,<blank>,"Weird tales from northern seas, from the Danish of Jonas Lie"
8007,mdp.39015004735596,,"Lie, Jonas Lauritz Idemil,",,1891,,f,<blank>,The pilot and his wife [a Norse love story]
8008,mdp.39015005667848,,"Lie, J. L. I.",,1892,,u,<blank>,The commodore's daughters
5983,uc1.b3581482,,"Jones, Hannah Maria,",,1840,,f,v.1 (p.1-442),"The gipsy mother, or, The miseries of enforced marriage"
5983,uc1.b3581483,,"Jones, Hannah Maria,",,1840,,f,v.2 (p.443-858),"The gipsy mother, or, The miseries of enforced marriage"
7956,dul1.ark+=13960=t9p27mq34,,"Jones, Hannah Maria,",,1829,,f,<blank>,Emily Moreland
8824,mdp.39015063940418,,"Lowndes, Hannah Maria (Jones)",,1831,,f,<blank>,The Scottish chieftains;
12613,hvd.hnp4pz,,"Jones, Hannah Maria,",,1827,,f,<blank>,"The strangers of the glen; or, The travellers benighted"
2906,nyp.33433074807565,,"Briggs, Charles F.",,1843,,m,<blank>,Bankrupt stories
10642,uc1.$b338025,,"Briggs, Charles Frederick,",,1839,,m,v.1,The adventures of Harry Franco
233,nyp.33433082003298,,"Munsey, Frank Andrew,",,1897,,m,<blank>,Afloat in a great city
4257,uc2.ark+=13960=t6057d92s,,"Munsey, Frank Andrew,",,1888,,m,<blank>,"The boy broker, or, Among the kings of Wall Street"
7718,uc2.ark+=13960=t6d21t221,,"Munsey, Frank A.",,1894,,m,v.1,Derringforth
7718,uc2.ark+=13960=t7kp7w97q,,"Munsey, Frank A.",,1894,,m,v.2,Derringforth
12484,njp.32101065846030,,"Munsey, Frank Andrew,",,1890,,m,<blank>,Under fire
141,nyp.33433074800420,,"Barr, Amelia Edith Huddleston,",,1888,,f,<blank>,Remember the Alamo
143,njp.32101067628931,,"Barr, Amelia Edith Huddleston,",,1891,,f,<blank>,A sister to Esau
144,nyp.33433074800479,,"Barr, Amelia Edith Huddleston,",,1893,,f,<blank>,A singer from the sea
1126,mdp.39015029714345,,"Barr, Amelia Edith Huddleston,",,1886,,f,<blank>,The bow of orange ribbon;
1252,mdp.39015063551959,,"Barr, Amelia Edith Huddleston,",,1885,,f,<blank>,Jan Vedder's wife
1511,uc2.ark+=13960=t2h70862c,,"Barr, Amelia Edith Huddleston,",,1886,,f,<blank>,A daughter of Fife
3355,njp.32101067628972,,"Barr, Amelia Edith Huddleston,",,1888,,f,<blank>,Master of his fate
3385,nnc1.1002156652,,"Barr, Amelia Edith Huddleston,",,1889,,f,<blank>,The last of the Macallisters
3445,nyp.33433074800289,,"Barr, Amelia Edith Huddleston,",,1899,,f,<blank>,Was it right to forgive?
3446,uc1.b249543,,"Barr, Amelia Edith Huddleston,",,1898,,f,<blank>,The lost silver of Briffault
4016,njp.32101067629012,,"Barr, Amelia Edith Huddleston,",,1883,,f,<blank>,Cluny MacPherson
4056,uc2.ark+=13960=t3319sn1t,,"Barr, Amelia Edith Huddleston,",,1896,,f,<blank>,Winter evening tales
4058,uc2.ark+=13960=t2599zb7v,,"Barr, Amelia Edith Huddleston,",,1891,,f,<blank>,A rose of a hundred leaves;
4059,nyp.33433074800313,,"Barr, Amelia Edith Huddleston,",,1897,,f,<blank>,Prisoners of conscience
4060,nyp.33433074800347,,"Barr, Amelia Edith Huddleston,",,1892,,f,<blank>,Michael and Theodora;
4301,mdp.39015063551801,,"Barr, Amelia Edith Huddleston,",,1890,,f,<blank>,Friend Olivia
4545,mdp.39015063552106,,"Barr, Amelia Edith Huddleston,",,1896,,f,<blank>,A knight of the nets
8756,njp.32101067628964,,"Barr, Amelia Edith Huddleston,",,1887,,f,<blank>,Paul and Christina
8757,nyp.33433074800404,,"Barr, Amelia Edith Huddleston,",,1898,,f,<blank>,Scottish sketches
8758,nyp.33433074833439,,"Barr, Amelia Edith Huddleston,",,1891,,f,<blank>,Love for an hour is love forever
8799,uc2.ark+=13960=t6vx06m02,,"Barr, Amelia Edith Huddleston,",,1899,,f,<blank>,Trinity bells
9261,nyp.33433074833496,,"Barr, Amelia Edith Huddleston,",,1898,,f,<blank>,"Maids, wives, and bachelors"
9995,uc1.b249548,,"Barr, Amelia Edith Huddleston,",,1899,,f,<blank>,Woven of love and glory
10775,wu.89098869969,,"Barr, Amelia Edith Huddleston,",,1892,,f,<blank>,The preacher's daughter
10777,nyp.33433084129034,,"Barr, Amelia Edith Huddleston,",,1886,,f,<blank>,The squire of Sandal-Side
10893,nyp.33433074800370,,"Barr, Amelia Edith (Huddleston),",,1895,,f,<blank>,Bernicia
10989,uc2.ark+=13960=t3901zt42,,"Barr, Amelia Edith Huddleston,",,1891,,f,<blank>,The beads of Tasmer
10991,uc2.ark+=13960=t7qn5zw8s,,"Barr, Amelia Edith Huddleston,",,1889,,f,<blank>,Feet of clay
10992,nyp.33433074833470,,"Barr, Amelia Edith Huddleston,",,1898,,f,<blank>,"I, thou and the other one;"
10993,uc2.ark+=13960=t2r49gj1d,,"Barr, Amelia Edith Huddleston,",,1893,,f,<blank>,The lone house
11016,mdp.39015063552098,,"Barr, Amelia Edith Huddleston,",,1889,,f,<blank>,Between two loves
11222,nyp.33433074833462,,"Barr, Amelia Edith Huddleston,",,1893,,f,<blank>,Girls of a feather
12579,njp.32101071961799,,"Barr, Amelia E.",,1887,,f,<blank>,A border shepherdess
12817,nyp.33433084129786,,"Barr, Amelia Edith Huddleston,",,1888,,f,<blank>,"Christopher, and other stories"
12818,nyp.33433084129984,,"Barr, Amelia Edith Huddleston,",,1884,,f,<blank>,The Hallam succession
